created_at,language,likes,retweets,text
6/10/2020 18:40,en,136524,27488,...Our history as the Greatest Nation in the World will not be tampered with. Respect our Military!
6/10/2020 18:40,en,121032,22765,"...history of Winning, Victory, and Freedom. The United States of America trained and deployed our HEROES on theseâ€¦ https://t.co/gSrzwsvyJQ"
6/10/2020 18:40,en,149284,31132,"It has been suggested that we should rename as many as 10 of our Legendary Military Bases, such as Fort Bragg in Noâ€¦ https://t.co/UqVvNi83NU"
6/10/2020 17:41,en,0,14515,RT @SteveGuest: Last nightâ€™s primaries were an emphatic reminder of the enthusiasm for @realDonaldTrump's agenda that is sweeping the natioâ€¦
6/10/2020 14:56,en,184128,48563,Incredible!  @FoxNews just took Congressional Hearing off the air just prior to important witness statements. Moreâ€¦ https://t.co/vEIVLNkALF
6/10/2020 14:33,en,94055,24364,Great statement to Congress by @Jim_Jordan concerning Defunding (not!) our great Police. This Radical Left agenda iâ€¦ https://t.co/74NBQZuKlL
6/10/2020 13:32,en,107888,32667,"â€œFor the first time in history, Police Organizations &amp; National Security Organizations were used to SPY on a Campaiâ€¦ https://t.co/e7NfiiPZfj"
6/10/2020 12:51,en,151543,31508,New York State is killing small businesses. Let them properly open! @foxandfriends
6/10/2020 12:49,en,182631,34047,"NASDAQ HITS ALL-TIME HIGH. Tremendous progress being made, way ahead of schedule. USA!"
6/10/2020 12:32,en,0,15661,"RT @DanCrenshawTX: This is dangerous, counterproductive, and deeply irrational. â€œDefund the policeâ€ is not a call from the fringes of the fâ€¦"
6/10/2020 2:14,und,59969,19861,https://t.co/lEwOBtMVUf
6/10/2020 2:10,und,86255,29095,https://t.co/FKGagCwNZ2
6/10/2020 2:02,en,77329,20646,â€œRepublican AGs come out in force against defunding policeâ€ https://t.co/AAJiCHsqTp
6/10/2020 0:45,en,169970,35498,"Thank you George, great honor! https://t.co/1WzkcvLpnR"
6/9/2020 18:34,en,116851,24719,"Great work in the Republican Senate on some big nominees. Still 154 to go, hope they donâ€™t adjourn until the job is done! @senatemajldr"
6/9/2020 17:44,en,77688,16646,Relief is on the way to Utah! Iâ€™m proud to send $187.18M in CARES Act funding to @RideUTA. This money will keep peoâ€¦ https://t.co/c3QRx2BybO
6/9/2020 17:43,en,145485,35365,I am allocating $2.96 BILLION in Emergency Solutions Grants to support homeless Americans and those at risk of becoâ€¦ https://t.co/pADo8DYxWR
6/9/2020 17:42,en,157374,37368,My decision to appoint @usairforce General Charles Brown as the USAâ€™s first-ever African American military serviceâ€¦ https://t.co/XuyZT29O55
6/9/2020 14:25,en,0,81488,RT @realDonaldTrump: MAKE AMERICA GREAT AGAIN!
6/9/2020 14:23,en,160552,35593,â€œDefunding Police would be good for Robbers &amp; Rapists.â€ @SenBillCassidy
6/9/2020 14:19,en,103021,28101,"BIG DEMAND! Starting up again soon, maybe next week! https://t.co/ToNLAGl5Fz"
6/9/2020 14:14,en,0,10174,"RT @MZHemingway: Honestly, I think that our major media deciding this week to finally admit publicly what we've all been suffering throughâ€¦"
6/9/2020 14:13,und,0,9325,RT @FoxNews: https://t.co/IKlMQt5efg
6/9/2020 14:13,en,0,7987,RT @MZHemingway: This is close to 180 degrees opposite from what it should be. Why run op-eds that do nothing but boringly comfort you? NYâ€¦
6/9/2020 14:11,en,0,6496,RT @hughhewitt: Up next: @SenTomCotton.  Following successful demolition of the credibility of the @NYTimes and its exposure as the laughinâ€¦
6/9/2020 14:07,en,0,4720,"RT @marcthiessen: They intentionally edited out ""in terms of equality"""
6/9/2020 14:06,en,0,5952,"RT @MichaelRStrain: Typically, around two million workers transition from unemployed to employed every month. In May, 7.7 million did â€” byâ€¦"
6/9/2020 14:04,en,116127,34557,"Should have let police do their job and brought in National Guard on Day One, not Day Four! https://t.co/AZ661hygIb"
6/9/2020 14:01,en,0,9379,RT @MarkHiggie1: This does not inspire much confidence in those who are supposed to protect us and to prevent anarchy. https://t.co/OKucsNVâ€¦
6/9/2020 13:56,en,0,4999,RT @marcthiessen: I think they had a similar directive at Pravda back in the day.
6/9/2020 13:55,en,0,20681,"RT @benshapiro: ""911.""
""Yes, someone is robbing my house.""
""The police no longer exist.""
""But someone is robbing my house!""
""Check your priâ€¦"
6/9/2020 13:51,en,50067,18718,"Minnesota needs DJT &amp; @LacyJohnsonMN NOW. When I insisted on the National Guard, things got better FAST. Enough witâ€¦ https://t.co/tHjh1YS5qS"
6/9/2020 13:43,en,511372,81488,MAKE AMERICA GREAT AGAIN!
6/9/2020 13:41,en,256881,50594,THE REAWAKENING OF AMERICA!
6/9/2020 13:39,en,116873,23724,.@WhiteHouse TRANSITION TO GREATNESS!
6/9/2020 13:27,en,0,24989,RT @mschlapp: I will never buy another NFL ticket until they go back to playing football and stop dividing America.
6/9/2020 13:26,en,0,18227,"RT @WhiteHouse: ""You eliminate police officers, you will have chaos, crime, and anarchy in the streets."" https://t.co/KKVfXHct1o"
6/9/2020 13:26,en,0,6854,"RT @SebGorka: Lap Dog Mattis is an embarrassment to America! 

#AMERICAFirst https://t.co/Y3Exfp7B4Q"
6/9/2020 13:24,en,56792,15287,"Mattis was our Countryâ€™s most overrated General. He talked a lot, but never â€œbrought home the bacon.â€ He was terribâ€¦ https://t.co/hKxd07BCVz"
6/9/2020 12:42,en,143235,25128,"Poll: Trump Better Than Biden On Economic Growth, 55% to 34%. Thatâ€™s all? Who are the 34%?"
6/9/2020 12:34,en,193438,47339,Buffalo protester shoved by Police could be an ANTIFA provocateur. 75 year old Martin Gugino was pushed away afterâ€¦ https://t.co/aFgYc1MCfD
6/9/2020 12:31,en,0,11447,"RT @EdRollins: Joe Biden now claims he opposes defunding the police.

Hereâ€™s a list of issues heâ€™s flip-flopped on:

Abortion

Immigrationâ€¦"
6/9/2020 12:30,en,188352,33159,NASDAQ HITS ALL-TIME HIGH!
6/9/2020 12:25,en,50617,13283,"Vote today for Big Jim, a great Governor. Love West Virginia! https://t.co/tIbwDQQfkU"
6/9/2020 12:22,en,39888,10310,A GREAT Senator. Must return to Washington. Steve has my Complete &amp; Total Endorsement! https://t.co/W59NpmvtiM
6/9/2020 12:17,en,0,6784,"RT @SenateGOP: ðŸš¨ BREAKING ðŸš¨

The U.S. economy added 2.5 million jobs in May.

That's the BIGGEST JOBS INCREASE EVER! ðŸ¥³ ðŸ‡ºðŸ‡¸ https://t.co/DNvUâ€¦"
6/9/2020 12:17,en,0,7032,RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/qfXa9nMlTD
6/9/2020 12:17,en,0,3732,"RT @JohnBoozman: Todayâ€™s #jobsreport, indicating our economy added 2.5 million jobs in May, is a positive sign for our economic recovery.â€¦"
6/9/2020 12:15,en,0,4969,RT @JimInhofe: This is great news! The economy is coming back with 2.5 million new jobs in May. The Republican economic plan is working andâ€¦
6/9/2020 12:14,en,0,4346,RT @sendavidperdue: Americans are ready to get back to work and the economy is ready to rebound! #JobsReport https://t.co/v9aTs0D71r
6/9/2020 12:11,en,0,6572,RT @GOP: â€œWe can't give up the finest law enforcement anywhere in the world. There's nothing like it.â€ -@realDonaldTrump https://t.co/cNDdQâ€¦
6/9/2020 12:11,en,0,8378,"RT @GOP: Democrats have taken up a radical push to defund community police forces, which would put the safety and security of all Americansâ€¦"
6/9/2020 12:10,en,0,3225,RT @GOP: TUNE IN NOW! https://t.co/4bGKZ0PmQD
6/9/2020 12:10,en,0,4974,RT @GOP: â€œWe all support the notion that we can do better but this notion of defunding the policeâ€¦ frankly is just a bunch of political rheâ€¦
6/9/2020 12:09,en,0,3560,"RT @GOP: The Transition to Greatness has BEGUN as the stock market continues to SURGE!
https://t.co/ci53LzN6BM"
6/9/2020 12:09,en,0,4502,"RT @GOP: â€œWe believe now itâ€™s time for us to have ears to hear, to listen carefullyâ€¦ I think itâ€™s important that we listen first and then Iâ€¦"
6/9/2020 12:09,en,0,7079,"RT @senatemajldr: Abolishing police would only take us farther away from the safety, justice, and equal protection of the laws that every sâ€¦"
6/9/2020 12:08,en,0,6545,"RT @GOP: Democratsâ€™ calls to defund the police are dangerous!
 
Doing so would weaken the rule of law &amp; cause chaos in the US.
 
Presidentâ€¦"
6/9/2020 12:01,en,97316,25594,â€œDemocrats &amp; Activists call to Defund Police Departments. Theyâ€™ve gone so far Left that they eat their young.â€â€¦ https://t.co/uzmqPIxVCu
6/8/2020 23:39,und,125514,28411,https://t.co/hkZ6O9anzj
6/8/2020 23:15,und,83164,19671,https://t.co/EapArqyn2h
6/8/2020 23:14,und,63872,17250,https://t.co/hhEuC5mhu9
6/8/2020 19:15,und,64479,17794,https://t.co/wZc0PgCmnJ
6/8/2020 19:14,en,97681,31357,"...Crooked Hillary Clinton in 2016. They are called SUPPRESSION POLLS, and are put out to dampen enthusiasm. Despitâ€¦ https://t.co/v5JnPAEx80"
6/8/2020 19:14,en,146934,35854,"I have retained highly respected pollster, McLaughlin &amp; Associates, to analyze todays CNN Poll (and others), whichâ€¦ https://t.co/GnTzXISDpc"
6/8/2020 15:44,en,312690,63576,"This year has seen the lowest crime numbers in our Countryâ€™s recorded history, and now the Radical Left Democrats wâ€¦ https://t.co/N3R2Bjv4v6"
6/8/2020 15:31,en,180970,36326,"Big day for Stock Market. Smart money, and the World, know that we are heading in the right direction. Jobs comingâ€¦ https://t.co/QPqcZFfM37"
6/8/2020 13:02,en,320031,44653,96% Approval Rating in the Republican Party. Thank you!
6/8/2020 12:57,en,127592,27864,"The Lamestream Media refuses to talk about our Countryâ€™s record setting Jobs Numbers, which are indicating GREATNESS, and soon!"
6/8/2020 12:48,en,150614,31996,"CNN Polls are as Fake as their Reporting. Same numbers, and worse, against Crooked Hillary. The Dems would destroy America!"
6/8/2020 12:33,en,301526,65501,"LAW &amp; ORDER, NOT DEFUND AND ABOLISH THE POLICE. The Radical Left Democrats have gone Crazy!"
6/8/2020 12:30,en,81720,18500,"Tremendous sincerity, what a guy. Hard to believe, with this kind of political talent, his numbers would â€œtankâ€ soâ€¦ https://t.co/VVPihJ3k6x"
6/8/2020 4:01,en,45925,9549,"Actually, a great book by a great and highly respected historian, Doug Wead! https://t.co/5Ly0WkGjVv"
6/8/2020 3:54,en,144457,32382,Could it be even remotely possible that in Roger Goodellâ€™s rather interesting statement of peace and reconciliationâ€¦ https://t.co/lkPVsF3SLr
6/8/2020 3:42,en,137103,30781,"Colin Powell was a pathetic interview today on Fake News CNN. In his time, he was weak &amp; gave away everything to evâ€¦ https://t.co/VbfRt4vwKu"
6/7/2020 22:41,en,232966,45234,"If I wasnâ€™t constantly harassed for three years by fake and illegal investigations, Russia, Russia, Russia, and theâ€¦ https://t.co/VnEoUQ2LMm"
6/7/2020 22:35,en,67448,20205,".@SeanParnellUSA is a SUPERSTAR running against a Lamb, to be exact, a weak puppet of crazy Nancy Pelosi! https://t.co/w0UYTAR43v"
6/7/2020 22:08,en,475873,76751,"I built the greatest economy in the World, the best the U.S. has ever had. I am doing it again!"
6/7/2020 21:04,en,0,49378,RT @realDonaldTrump: Wow! 96% Approval Rating in the Republican Party (and I believe this was before the â€œGREATâ€ Jobs Numbers yesterday). Tâ€¦
6/7/2020 21:04,en,0,68322,RT @realDonaldTrump: LAW &amp; ORDER!
6/7/2020 20:50,en,116576,30911,"Opinion Editor at @nytimes just walked out. Thatâ€™s right, he quit over the excellent Op-Ed penned by our great Senaâ€¦ https://t.co/PcMyldVFII"
6/7/2020 20:40,en,111721,28594,"â€œIf Biden had any passion or respect for law enforcement, he kept it well hidden in his Philadelphia address. He crâ€¦ https://t.co/wLU7nNS9iI"
6/7/2020 20:30,en,0,59565,RT @realDonaldTrump: Sleepy Joe Biden and the Radical Left Democrats want to â€œDEFUND THE POLICEâ€. I want great and well paid LAW ENFORCEMENâ€¦
6/7/2020 20:30,en,0,48697,"RT @realDonaldTrump: Not only will Sleepy Joe Biden DEFUND THE POLICE, but he will DEFUND OUR MILITARY! He has no choice, the Dems are contâ€¦"
6/7/2020 20:19,en,0,41056,RT @realDonaldTrump: Somebody please tell highly overrated Colin Powell that I will have gotten almost 300 Federal Judges approved (a recorâ€¦
6/7/2020 20:19,en,0,58816,"RT @realDonaldTrump: Colin Powell, a real stiff who was very responsible for getting us into the disastrous Middle East Wars, just announceâ€¦"
6/7/2020 19:15,en,41059,10752,...I know Ronny well. He will NEVER let you down. Solid as a rock. Ronny has my Complete and Total Endorsement!â€¦ https://t.co/Q3qQZNBRbE
6/7/2020 19:15,en,71656,16942,".@RonnyJackson4TX is a spectacular man. An Admiral in the Navy, he is a brave and loyal Warrior who loves our Militâ€¦ https://t.co/VVYA65Ue8Q"
6/7/2020 19:13,en,43510,12100,Congressman Jeff Van Drew (@VanDrewForNJ) is a Courageous Leader who defended me against Pelosiâ€™s Impeachment Scamâ€¦ https://t.co/ZZoYASSHI6
6/7/2020 19:12,en,45143,11291,Congressman Mark Amodei (@AmodeiForNevada) is working hard for the incredible people of Nevada! He is Strong on Immâ€¦ https://t.co/TNr7D6XcmH
6/7/2020 19:12,en,33276,8784,"Governor Doug Burgum (@DougForDakota) is doing a phenomenal job leading North Dakota! He is a true Conservative, anâ€¦ https://t.co/W494iVzUYb"
6/7/2020 19:11,en,34033,8808,Congresswoman Carol Miller (@CarolMillerWV) is a tremendous advocate for the people of West Virginia! She fights foâ€¦ https://t.co/Aotouc3fwV
6/7/2020 19:11,en,32093,8457,Congressman Alex Mooney (@MooneyforWV) is a champion for West Virginia! He is strong on Life and the Second Amendmeâ€¦ https://t.co/PVEfODS1ZC
6/7/2020 19:10,en,88889,20888,"Unlike Senator Manchin, Big Jim Justice was very loyal to your favorite President during Pelosiâ€™s Impeachment Scam.â€¦ https://t.co/EcbK406bih"
6/7/2020 18:58,en,36973,10059,We need @KarenHandel back in Congress to fight for the incredible people of Georgia! She is a tremendous advocate fâ€¦ https://t.co/7ojzYL8jKO
6/7/2020 18:56,en,32970,8858,Congressman Austin Scott (@AustinScott4GA) is doing a phenomenal job for the GREAT State of Georgia. He works hardâ€¦ https://t.co/zpY7J09voH
6/7/2020 18:56,en,30829,8284,Congressman Buddy Carter (@Buddy_Carter) keeps fighting for the incredible people of Georgia. Buddy has my Completeâ€¦ https://t.co/SZADfSrMWi
6/7/2020 18:53,en,37130,9960,Congressman Joe Wilson is a champion for the people of South Carolina! He served our Country as a Colonel in the Arâ€¦ https://t.co/76a0yCxqk5
6/7/2020 18:49,en,48205,11410,Senator @LindseyGrahamSC is a good friend and strong voice for the people of South Carolina. Heâ€™s helped us confirmâ€¦ https://t.co/FqJyMYcyOz
6/7/2020 18:37,und,42920,12799,https://t.co/7YsXCmfHBy
6/7/2020 15:27,en,0,11859,"RT @thejtlewis: Now that the economy is doing well again, Obama will be taking credit for it."
6/7/2020 15:27,en,0,17210,"RT @thejtlewis: President Trump is going to save America... 

twice... 

in his first term!"
6/7/2020 15:26,en,0,43347,RT @thejtlewis: Leaders Lead. Cowards kneel. https://t.co/PddAbdG8Vj
6/7/2020 15:23,en,0,11971,RT @thejtlewis: @realDonaldTrump Retired bureaucrats hate President Trump because heâ€™s draining the swamp and ending the corruption that paâ€¦
6/7/2020 15:20,en,81416,19508,"At the request of @SenJohnKennedy &amp; @SenBillCassidy of the Great State of Louisiana, I will be approving &amp; signingâ€¦ https://t.co/bguzkkNMI1"
6/7/2020 15:10,en,169868,41056,Somebody please tell highly overrated Colin Powell that I will have gotten almost 300 Federal Judges approved (a reâ€¦ https://t.co/njGdKfR7cs
6/7/2020 14:31,en,72490,17884,"Fantastic job on @foxandfriends by new Republican Superstar @SeanParnellUSA, running for Congress (with my completeâ€¦ https://t.co/4pGthyGqFR"
6/7/2020 14:19,en,227991,58816,"Colin Powell, a real stiff who was very responsible for getting us into the disastrous Middle East Wars, just annouâ€¦ https://t.co/AVzThZIPDg"
6/7/2020 14:01,en,209187,48697,"Not only will Sleepy Joe Biden DEFUND THE POLICE, but he will DEFUND OUR MILITARY! He has no choice, the Dems are câ€¦ https://t.co/AbDUm14HEM"
6/7/2020 13:53,en,159957,32655,"I have just given an order for our National Guard to start the process of withdrawing from Washington, D.C., now thâ€¦ https://t.co/3jUIJGGWZ9"
6/7/2020 13:09,en,285906,59565,Sleepy Joe Biden and the Radical Left Democrats want to â€œDEFUND THE POLICEâ€. I want great and well paid LAW ENFORCEMENT. I want LAW &amp; ORDER!
6/7/2020 2:12,en,200853,42578,.@CNN &amp; MSDNC are doing everything possible to â€œinflameâ€ the crowd. Fortunately they have a very small audience!
6/7/2020 2:09,en,283396,46785,"Much smaller crowd in D.C. than anticipated. National Guard, Secret Service, and D.C. Police have been doing a fantastic job. Thank you!"
6/6/2020 22:48,en,412065,68322,LAW &amp; ORDER!
6/6/2020 22:31,en,287914,49378,Wow! 96% Approval Rating in the Republican Party (and I believe this was before the â€œGREATâ€ Jobs Numbers yesterday). Thank you!
6/6/2020 19:56,und,70721,23898,https://t.co/hJSsx86Azp
6/6/2020 17:29,en,0,37595,"RT @realDonaldTrump: .@MayorBowser is grossly incompetent, and in no way qualified to be running an important city like Washington, D.C. Ifâ€¦"
6/6/2020 17:28,en,0,52844,"RT @realDonaldTrump: I am a big fan of Drew Brees. I think heâ€™s truly one of the greatest quarterbacks, but he should not have taken back hâ€¦"
6/6/2020 17:28,en,0,43880,"RT @realDonaldTrump: ...We should be standing up straight and tall, ideally with a salute, or a hand on heart. There are other things you câ€¦"
6/6/2020 16:19,en,0,7775,"RT @marcorubio: â€œIn short, give some credit to the government relief efforts, especially the Paycheck Protection Program, for bringing backâ€¦"
6/6/2020 16:18,und,0,5777,RT @marcorubio: #PPPworks https://t.co/qcspersL54
6/6/2020 15:37,en,0,21693,"RT @WhiteHouse: On June 6, 1944, our Greatest Generation bravely stormed the beaches of Normandy.

""Those who fought here won a future forâ€¦"
6/6/2020 15:25,en,0,11804,"RT @GOPChairwoman: May saw the BIGGEST JOBS INCREASE EVER.
 
This jobs report serves as an emphatic reminder about the strength of @realDonâ€¦"
6/6/2020 14:36,und,132298,30249,https://t.co/FAypsSSqCs
6/6/2020 11:53,en,119798,29443,Riot gear or military control is not necessary because ANTIFA &amp; other Wacko groups of Anarchists arenâ€™t present toâ€¦ https://t.co/N5vXqoNhOj
6/6/2020 3:19,en,113723,23114,Great new book by @PastorDScott called â€œNothing to Loseâ€. The Pastor is a winner and a great guy. Much can be learnâ€¦ https://t.co/HpvOlv2PrH
6/6/2020 3:15,en,0,7378,"RT @PastorDScott: Pastor Darrell Scott on growing concerns for social media's role in countrywide violence

https://t.co/HdA6KlZDQA"
6/6/2020 3:14,en,0,17539,RT @KayaJones: Hereâ€™s my grandparents &amp; great grandparents. They are rolling in their graves at the hatred that still exists. Iâ€™m biracialâ€¦
6/6/2020 2:57,en,118753,29320,â€œThis is a flat out lie. They (the media) are making things upâ€ @CharlesHurt  @IngrahamAngle The Lamestream Media iâ€¦ https://t.co/Yn5ZAKaEjR
6/6/2020 2:00,en,120098,36138,Crazy! https://t.co/8uSgJ6Yyx4
6/6/2020 1:56,en,0,32528,RT @realDonaldTrump: So great to have Michael home. Just arrived. Very exciting. Thank you to Iran. Donâ€™t wait until after U.S. Election toâ€¦
6/6/2020 1:53,en,0,25444,"RT @charliekirk11: Fact:

Robert Muellerâ€™s office deleted 19,000 text messages between Lisa Page and her lover Peter Strzok

How is that noâ€¦"
6/6/2020 1:45,en,0,17843,"RT @GOPLeader: America is opening up, and people are returning to work. Speaker Pelosi's reaction to today's great economic news?

She doubâ€¦"
6/6/2020 1:44,en,0,12836,"RT @SaraCarterDC: .@BurgessOwens: #Democrats Are 'Frantic' That The Black Vote Is Leaving Their Party 

""They try to do everything they canâ€¦"
6/6/2020 1:43,en,0,29699,RT @RichardGrenell: Wow! Jobs Not Mobs!
6/6/2020 1:42,en,0,5495,"RT @GreggJarrett: NYC Construction Workers Use Excavator to Save Gucci Handbags, Other Valuable Items From Looters https://t.co/LTOnXoY7WY"
6/6/2020 1:42,en,0,7176,RT @GreggJarrett: British Prime Minister â€˜No Choiceâ€™ But to Offer Citizenship to Almost 3 Million Hong Kong Citizens https://t.co/CbPNsXxPOA
6/6/2020 1:42,en,0,14396,RT @GreggJarrett: Russia Hoax: Nearly Three Dozen Subpoenas Approved for Obama Administration Officials https://t.co/yOCofsiqhU
6/6/2020 1:41,en,0,8521,RT @LouDobbs: Pandering to the Protesters: @jasoninthehouse challenges LA mayor Eric Garcetti to get rid of his own security detail if he wâ€¦
6/6/2020 1:41,en,0,32293,RT @SenMikeLee: Just heard that Mayor Bowser is kicking the Utah National Guard out of all DC hotels tomorrow. More than 1200 troops from 1â€¦
6/6/2020 1:40,en,0,14293,"RT @SenMikeLee: These brave men and women have risked their lives protecting DC for three days. Rioting, looting, arson, and vandalism haveâ€¦"
6/6/2020 1:40,en,0,2728,"RT @TGowdySC: Would love for you to have a signed copy of my new book, Doesn't Hurt to Ask. Pre-order and get yours today and win your nextâ€¦"
6/6/2020 1:39,en,0,8866,RT @DevinNunes: CA Socialist/Dem party cutting basic services like police/fire/teachers so they can continue funding boondoggles like thisâ€¦
6/6/2020 1:38,en,0,11999,RT @DevinNunes: Just left the White House meeting with President Trump. If youâ€™re ready to join the fight you can sign up here ðŸ‘‡ https://t.â€¦
6/6/2020 1:38,en,0,5579,RT @TomFitton: Mr. Rosenstein testified to Senate this week. He should also testify to a grand jury about the coup abuses of @realDonaldTruâ€¦
6/6/2020 1:37,en,0,6074,RT @TomFitton: Conservative activist turns tables on Dems over claims of voter suppression https://t.co/WWL0HCTusA #FoxNews
6/6/2020 1:36,en,0,9537,"RT @RedNationRising: .@TedCruz completely exposes how Barack Obama and Joe Biden unleashed, weaponized, and politicized the DOJ, FBI, and tâ€¦"
6/6/2020 1:36,en,69904,23251,Biden wants to Defund the Police! https://t.co/S7zVvXB4EM
6/6/2020 1:33,en,0,6554,RT @BlazeTV: WATCH: @TedCruz Goes NUCLEAR on Rod Rosenstein over the Russia probe. https://t.co/u6IBL60NeF
6/6/2020 1:32,en,0,7871,RT @bennyjohnson: Sen. @TedCruz: â€œEither you were complicit in the wrongdoing... or that the performance of your duties was grossly negligeâ€¦
6/6/2020 1:32,en,0,7938,"RT @thehill: Sen. Ted Cruz: ""Pause for a second and imagine how you would feel if Donald J. TrumpÂ was doing exactly what Barack Obama and Jâ€¦"
6/6/2020 1:31,en,0,6976,RT @tedcruz: NYT Book List is at it again. â¦@SenMcSallyAZâ© book sold 10k+ but didnâ€™t make the list. Got beat out by a book that sold 2k copâ€¦
6/6/2020 1:29,en,54169,14634,We will always defend. Great job Jay! https://t.co/dn9GCseimv
6/6/2020 1:28,en,0,4625,"RT @JaySekulow: Radio: BREAKING: Unemployment Drops, U.S. Economy Adds 2.5 Million Jobs https://t.co/AUQASSr2Fb"
6/6/2020 1:27,en,0,3708,"RT @marklevinshow: Martha McSallyâ€™s new book, Dare to Fly: Simple Lessons in Never Giving Up, is out now!
https://t.co/wO2caoujb3"
6/6/2020 1:27,en,0,6533,"RT @marklevinshow: Martha McSally for U.S. Senate 

https://t.co/emq0MrfCnR"
6/6/2020 1:27,en,0,5638,"RT @marklevinshow: Enemy of the people

https://t.co/5Nhps4ltCO"
6/6/2020 1:27,en,0,5876,RT @benfergusonshow: FILE THIS UNDER SH!T you canâ€™t make up YET ITS NOT FAKE NEWS!!!!!!
6/6/2020 1:26,en,70510,16874,You must be kidding??? This is a total disgrace! https://t.co/3QdaYCaiZS
6/6/2020 1:23,en,0,6626,"RT @WayneDupreeShow: It's time to Make America Normal Again, and this is the best KICK OFF ever!!! 

This will make your day, folks! Happyâ€¦"
6/6/2020 1:23,en,0,8095,RT @glennbeck: I don't care WHAT George Floyd did. The officer should have never treated him like that and killed him! But we still must asâ€¦
6/6/2020 1:21,en,0,2868,"RT @glennbeck: Tonight's special with CANDACE OWENS starts at 9:30pm ET, FREE on BlazeTV's YouTube channel: https://t.co/lhIbcsoLN5"
6/6/2020 1:03,en,0,9629,RT @DavidJHarrisJr: Still havenâ€™t heard you take responsibility for the crime bill that led to the mass incarceration of my people @JoeBideâ€¦
6/6/2020 1:01,en,0,5769,"RT @DavidJHarrisJr: Lunatics are running the insane asylum...
https://t.co/I1Z8gmuay1"
6/6/2020 1:01,en,167989,33554,THANK YOU MAINE! #MAGA https://t.co/5De7t64zRj
6/6/2020 1:01,en,86264,34755,Twitter Pulls Trump Campaign Video of President Showing Empathy For Peaceful Protesters https://t.co/5DEIoPHsud  Thâ€¦ https://t.co/jPU9PdirBG
6/6/2020 0:58,en,0,7194,"RT @DavidJHarrisJr: Portland pays violent Antifa leader for getting hit with a rubber bullet.
https://t.co/DTnMSZox69"
6/6/2020 0:56,en,35300,12066,Democrat John Hickenlooper Held in Contempt After Failing to Comply with Subpoena over Ethics Complaintâ€¦ https://t.co/ttaoBiiPuQ
6/6/2020 0:52,en,0,29788,RT @RyanAFournier: Barack Obama put a target on the back of every cop in this country.
6/6/2020 0:52,en,0,8706,"RT @DavidJHarrisJr: Federal law enforcement is investigating the leaders of Antifa and BLM among others.

Throw the book at them!
https://tâ€¦"
6/6/2020 0:51,en,41778,11414,What a fantastic group! https://t.co/9Y9RX8BjNy
6/6/2020 0:50,en,0,14438,"RT @DavidJHarrisJr: To all the celebrities posting memes connecting the cop that killed George Floyd to President @realDonaldTrump...

Stopâ€¦"
6/6/2020 0:50,en,74640,18588,Great! https://t.co/uORB98BVvk
6/6/2020 0:47,en,0,5984,"RT @WayneDupreeShow: No one will accuse ANTIFA of being ""brainiacs"" will they? ðŸ¤£ðŸ˜†

https://t.co/hyppjXhEOB"
6/6/2020 0:46,en,0,8562,"RT @PaigeCaporicci: @_ReaalAmerican_ @PressSec @realDonaldTrump Obama made no change with the deaths of Trayvon Martin, Michael Brown &amp; Eriâ€¦"
6/5/2020 23:10,en,151237,37595,".@MayorBowser is grossly incompetent, and in no way qualified to be running an important city like Washington, D.C.â€¦ https://t.co/v6CWzIUfay"
6/5/2020 20:09,en,0,7828,RT @WhiteHouse: LIVE: POTUS delivers remarks at Puritan Medical Products https://t.co/mGmbvEJNpc
6/5/2020 20:08,en,215114,43880,"...We should be standing up straight and tall, ideally with a salute, or a hand on heart. There are other things yoâ€¦ https://t.co/iuOcK6dgZJ"
6/5/2020 20:08,en,283776,52844,"I am a big fan of Drew Brees. I think heâ€™s truly one of the greatest quarterbacks, but he should not have taken bacâ€¦ https://t.co/Ya3ElIg9H2"
6/5/2020 19:23,en,0,10990,"RT @SenateGOP: Weeeeâ€™re baaaack!!! ðŸ‡ºðŸ‡¸
 
jobs â†’ jobs â†’ JOBS! https://t.co/o2pLkjczdd"
6/5/2020 18:17,en,0,7930,RT @WhiteHouse: LIVE: POTUS participates in a roundtable https://t.co/BBzgcZ76aD
6/5/2020 18:04,en,88706,19556,"...over the last number of nights. If she doesnâ€™t treat these men and women well, then weâ€™ll bring in a different group of men and women!"
6/5/2020 18:04,en,123248,30513,"The incompetent Mayor of Washington, D.C., @MayorBowser, whoâ€™s budget is totally out of control and is constantly câ€¦ https://t.co/ekn7VlW4uD"
6/5/2020 17:28,en,59467,14744,I just signed the Paycheck Protection Program Flexibility Act to further improve our VERY POPULAR AND SUCCESSFUL prâ€¦ https://t.co/HoUavzMyCJ
6/5/2020 16:32,und,115198,27845,https://t.co/MpWGPExQ3E
6/5/2020 16:31,en,81158,20914,Greatest Top Five Monthly Jobs Gains in HISTORY. We are #1! https://t.co/Cs8NEFbHG0
6/5/2020 16:29,en,81756,15340,â€œReally great numbers by any standard - UNBELIEVABLE!â€ @JoeSquawk Joe go it right also!
6/5/2020 15:45,en,0,12201,"RT @TeamTrump: ""Equal justice under the law must mean that every American receives equal treatment in every encounter with law enforcementâ€¦"
